Marka Kodu	Tip Kodu	Marka Adı	Tip Adı	2019	2018	2017	2016	2015	2014	2013	2012
122	551	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.6 16V	0	0	0	0	0	0	0	633326
154	448	VOLVO	S40 1.6 D2 DYNAMIC EDITION	0	0	0	0	0	0	0	634023
154	451	VOLVO	V50 1.6 D2	0	0	0	0	0	0	0	634977
144	750	TOYOTA	AURIS 1.6 ELEGANT OV	0	0	0	0	0	0	0	635089
114	965	PEUGEOT	407 GT LINE 2.0 HDI (163) OV	0	0	0	0	0	0	0	635399
144	777	TOYOTA	AURIS 1.6 SPORT	0	0	0	0	0	0	0	635424
123	702	RENAULT	MEGANE HB III AUTHENTIQUE 1.5 DCI (85)	0	0	0	0	0	0	0	635588
111	736	OPEL	ASTRA ST 1.6 115 COSMO	0	0	0	0	0	0	0	635664
154	489	VOLVO	C30 2.0 D4 ADVANCE GEARTRONIC	0	0	0	0	0	0	0	638556
111	595	OPEL	CORSA 3 KAPI 1.6 TURBO OPC	0	0	0	0	0	0	0	640657
114	871	PEUGEOT	3008 ALLURE 1.6 HDI (112)	0	0	0	0	0	0	0	641375
123	719	RENAULT	MEGANE III COUPE DYNAMIQUE 1.4T (130)	0	0	0	0	0	0	0	641943
122	1044	RENAULT (OYAK)	MEGANE HB EXPRESSION 1.6 16V 110 E5	0	0	0	0	0	0	0	642936
122	1004	RENAULT (OYAK)	MEGANE III HB PLAY 1.5 DCI (90) E5	0	0	0	0	0	0	0	643341
122	1016	RENAULT (OYAK)	MEGANE III HB PLAY 1.5 DCI 90 E5	0	0	0	0	0	0	0	643341
154	521	VOLVO	V60 1.6 DRIVE	0	0	0	0	0	0	0	646118
177	400	HYUNDAI	ELANTRA 1.6 D-CVVT MODE OV	0	0	0	0	0	0	0	646577
122	553	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.5 DCI 85	0	0	0	0	0	0	0	646658
89	421	MAZDA	6 2.0 DYNAMIC+ OV	0	0	0	0	0	0	0	648888
154	416	VOLVO	C30 1.6 D2 DRIVE R-DESIGN	0	0	0	0	0	0	0	649339
122	1069	RENAULT (OYAK)	MEGANE HB EXTREME 1.6 16V 110 E5	0	0	0	0	0	0	0	649367
154	486	VOLVO	C30 1.6 D2 R-DESIGN	0	0	0	0	0	0	0	649430
154	421	VOLVO	V50 1.6 D2 DRIVE	0	0	0	0	0	0	0	649430
153	793	VOLKSWAGEN	EOS 1.4 TSI (122) COMFORTLINE	0	0	0	0	0	0	0	650578
19	1032	SEAT	LEON 1.6 TDI CR (105) COPA PLUS	0	0	0	0	0	0	0	650582
123	681	RENAULT	MEGANE III HB EXPRESSION 1.6 16V	0	0	0	0	0	0	0	651476
34	352	CITROEN	DS4 1.6 e-HDI (112) DSTYLE MCP	0	0	0	0	0	0	0	651746
111	729	OPEL	MERIVA 1.7 DTI (100) COSMO OV	0	0	0	0	0	0	0	652111
177	311	HYUNDAI	i30 CW 1.6 CRDI (115) MODE OV	0	0	0	0	0	0	0	652778
53	853	FORD	FOCUS TITANIUM 5K 1.6i (100) OV	0	0	0	0	0	0	0	653254
61	141	HONDA	CIVIC SEDAN 1.6 DREAM (Y)	0	0	0	0	0	0	0	653263
114	883	PEUGEOT	508 ACTIVE e-HDI 112 AUTO6R	0	0	0	0	0	0	0	653762
154	420	VOLVO	S40 2.0 D4 OV	0	0	0	0	0	0	0	653972
154	445	VOLVO	C30 1.6 D2 SPORTS+STYLE EDITION	0	0	0	0	0	0	0	654004
177	398	HYUNDAI	i30 1.6 CRDi (115) PRIME OV EURO5	0	0	0	0	0	0	0	654402
123	739	RENAULT	MEGANE III HB EXPRESSION 1.5 DCI 85	0	0	0	0	0	0	0	655244
111	656	OPEL	INSIGNIA HB COSMO 2.0 CDTI (160)	0	0	0	0	0	0	0	655987
53	859	FORD	FOCUS TITANIUM SW 1.6i (100) OV	0	0	0	0	0	0	0	656559
53	860	FORD	FOCUS TITANIUM SW 1.6 TDCi (109)	0	0	0	0	0	0	0	658042
53	941	FORD	MONDEO TITANIUM 2.0 TDCi 140 OV SEDAN	0	0	0	0	0	0	0	659039
34	354	CITROEN	DS4 1.6 e-HDI (112) DSPORT MCP	0	0	0	0	0	0	0	659152
122	1071	RENAULT (OYAK)	MEGANE HB EXTREME 1.5 DCI 90 E5	0	0	0	0	0	0	0	659721
122	567	RENAULT (OYAK)	MEGANE III HB SPORT EDITION 1.6 16V	0	0	0	0	0	0	0	659923
154	452	VOLVO	V50 1.6 D2 PREMIUM EDITION	0	0	0	0	0	0	0	659926
114	870	PEUGEOT	3008 ALLURE 1.6 THP (156) OV	0	0	0	0	0	0	0	660474
177	401	HYUNDAI	ELANTRA 1.6 D-CVVT PRIME OV	0	0	0	0	0	0	0	661719
123	715	RENAULT	MEGANE III COUPE IMPRESSOR 1.4T (130)	0	0	0	0	0	0	0	661801
123	685	RENAULT	MEGANE III COUPE 1.6 16V DYNAMIQUE	0	0	0	0	0	0	0	661863
122	1015	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.5 DCI 90 E5	0	0	0	0	0	0	0	663239
61	140	HONDA	CIVIC HB 1.8 SPORT i-SHIFT AMT	0	0	0	0	0	0	0	666317
122	554	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.5 DCI 105	0	0	0	0	0	0	0	666655
123	693	RENAULT	MEGANE SPORT TOURER EXPRESSION 1.6 16V	0	0	0	0	0	0	0	667152
133	382	SKODA	OCTAVIA RS 2.0 TDI CR (170)	0	0	0	0	0	0	0	669978
177	255	HYUNDAI	SONATA 2.0 CRDi SELECT	0	0	0	0	0	0	0	670049
111	647	OPEL	INSIGNIA HB EDITION 2.0 CDTI (160)	0	0	0	0	0	0	0	670905
9	521	AUDI	A1 1.2 TFSI (86)	0	0	0	0	0	0	0	671022
89	422	MAZDA	6 2.0 EXCLUSIVE OV	0	0	0	0	0	0	0	672278
123	717	RENAULT	MEGANE III COUPE COLOR EDITION 1.4T 130	0	0	0	0	0	0	0	672350
154	1054	VOLVO	V40 1.6 T4 ADVANCE	0	0	0	0	0	0	0	672453
154	447	VOLVO	S40 1.6 D2 PREMIUM EDITION	0	0	0	0	0	0	0	672585
111	737	OPEL	ASTRA ST 1.6 115 ACTIVE SELECT COSMO	0	0	0	0	0	0	0	673106
122	555	RENAULT (OYAK)	MEGANE III HB DYNAMIQUE 1.6 16V	0	0	0	0	0	0	0	673393
122	566	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.5 DCI (110)	0	0	0	0	0	0	0	673393
123	750	RENAULT	LATITUDE EXPRESSION 1.5 DCI (110)	0	0	0	0	0	0	0	675196
123	718	RENAULT	MEGANE III COUPE COLOREDITION 1.5DCI 105	0	0	0	0	0	0	0	675728
122	1048	RENAULT (OYAK)	MEGANE HB DYNAMIQUE 1.6 16V 110 E5	0	0	0	0	0	0	0	676776
122	1046	RENAULT (OYAK)	MEGANE HB EXPRESSION 1.5 DCI 110 E5	0	0	0	0	0	0	0	676776
122	1072	RENAULT (OYAK)	MEGANE HB EXTREME 1.5 DCI 110 E5	0	0	0	0	0	0	0	680127
122	558	RENAULT (OYAK)	MEGANE III HB PRIVILEGE 1.6 16V	0	0	0	0	0	0	0	680127
133	383	SKODA	OCTAVIA RS 2.0 TDI CR (170) DSG TIPTRONI	0	0	0	0	0	0	0	680804
123	694	RENAULT	MEGANE SPORT TOURER EXPRESSION 1.5DCI 85	0	0	0	0	0	0	0	681194
154	514	VOLVO	V60 2.0 T5 POWERSHIFT	0	0	0	0	0	0	0	681763
123	682	RENAULT	MEGANE III HB DYNAMIQUE 1.6 16V	0	0	0	0	0	0	0	682335
154	426	VOLVO	S60 2.0T POWERSHIFT	0	0	0	0	0	0	0	682750
122	1051	RENAULT (OYAK)	MEGANE HB PRIVILEGE 1.6 16V 110 E5	0	0	0	0	0	0	0	683543
111	634	OPEL	INSIGNIA NB EDITION 2.0 CDTI (160)	0	0	0	0	0	0	0	683875
133	423	SKODA	SUPERB COMFORT 1.6 TDI CR (105)	0	0	0	0	0	0	0	685757
123	703	RENAULT	MEGANE HB III EXPRESSION 1.6 16V OV	0	0	0	0	0	0	0	685762
61	143	HONDA	CIVIC SEDAN 1.6 PREMIUM (Y)	0	0	0	0	0	0	0	685930
114	849	PEUGEOT	3008 PREMIUM 1.6 HDI (110) AUTO6R	0	0	0	0	0	0	0	686010
154	419	VOLVO	S40 1.6 D2 DRIVE R-DESIGN	0	0	0	0	0	0	0	686282
154	492	VOLVO	S40 2.0 D4 GEARTRONIC	0	0	0	0	0	0	0	686359
133	384	SKODA	OCTAVIA SCOUT 4x4 2.0 TDI (140)	0	0	0	0	0	0	0	689069
53	854	FORD	FOCUS TITANIUM 5K 1.6 TDCi (109)	0	0	0	0	0	0	0	689129
123	706	RENAULT	MEGANE III HB PRIVILEGE 1.6 16V	0	0	0	0	0	0	0	689157
122	1003	RENAULT (OYAK)	MEGANE III HB PLAY 1.6 16V OV	0	0	0	0	0	0	0	689618
123	686	RENAULT	MEGANE III COUPE 1.5 DCI (105) DYNAMIQUE	0	0	0	0	0	0	0	689735
111	633	OPEL	INSIGNIA NB EDITION 2.0 CDTI (130)	0	0	0	0	0	0	0	689937
111	643	OPEL	INSIGNIA NB COSMO 2.0 CDTI (160)	0	0	0	0	0	0	0	689945
154	515	VOLVO	V60 2.0 T5 PREMIUM POWERSHIFT	0	0	0	0	0	0	0	691065
137	164	SUBARU	LEGACY SW AWD  2.0 CVT COMFORT	0	0	0	0	0	0	0	691119
122	1001	RENAULT (OYAK)	MEGANE III HB SPORT EDITION 1.5 DCI (105)	0	0	0	0	0	0	0	694659
122	568	RENAULT (OYAK)	MEGANE III HB SPORT EDITION 1.5 DCI 110	0	0	0	0	0	0	0	694659
154	471	VOLVO	S60 2.0 D3 GEARTRONIC	0	0	0	0	0	0	0	695469
3	215	ALFA ROMEO	159 1.8 TBI (200) NEW DISTINCTIVE PLUS	0	0	0	0	0	0	0	696370
123	716	RENAULT	MEGANE III COUPE IMPRESSOR 1.5 DCI (105)	0	0	0	0	0	0	0	696630
123	2003	RENAULT	MEGANE SPORT TOURER EXPRESSION 1.5 DCI 90 E5	0	0	0	0	0	0	0	698664
154	522	VOLVO	V60 1.6 DRIVE PREMIUM	0	0	0	0	0	0	0	700245
137	160	SUBARU	LEGACY AWD SEDAN 2.0 CVT COMFORT	0	0	0	0	0	0	0	701002
123	751	RENAULT	LATITUTE PRIVILEGE 1.5 DCI (110)	0	0	0	0	0	0	0	701266
122	557	RENAULT (OYAK)	MEGANE III HB DYNAMIQUE 1.5 DCI 105	0	0	0	0	0	0	0	701746
133	1001	SKODA	OCTAVIA SCOUT 4x4 TDI CR (140) 4x4	0	0	0	0	0	0	0	701835
122	552	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.6 16V OV	0	0	0	0	0	0	0	703693
111	673	OPEL	INSIGNIA SPORTSTOURER 2.0 CDTi 160 COSMO	0	0	0	0	0	0	0	703959
53	857	FORD	FOCUS TITANIUM 4K 1.6 TDCi (109)	0	0	0	0	0	0	0	704301
154	454	VOLVO	V50 1.6 D2 PREMIUM+DYNAMIC EDITION	0	0	0	0	0	0	0	704659
154	464	VOLVO	S60 2.0 T5 POWERSHIFT	0	0	0	0	0	0	0	704835
53	861	FORD	KUGA TITANUM 5K 2.0 TDCi (136)	0	0	0	0	0	0	0	704976
9	1022	AUDI	A1 SPORTBACK 1.2 TFSI (86)	0	0	0	0	0	0	0	706575
144	749	TOYOTA	AURIS 1.6 COMFORT EXTRA OV	0	0	0	0	0	0	0	707204
122	1045	RENAULT (OYAK)	MEGANE HB EXPRESSION 1.6 16V 110 OV E5	0	0	0	0	0	0	0	707232
177	360	HYUNDAI	i30 CW 1.6 CRDi VGT PS SPORTS OV	0	0	0	0	0	0	0	708369
122	560	RENAULT (OYAK)	MEGANE III HB PRIVILEGE 1.5 DCI 105	0	0	0	0	0	0	0	708762
122	1017	RENAULT (OYAK)	MEGANE III HB DYNAMIQUE 1.5 DCI 110 E5	0	0	0	0	0	0	0	708832
154	518	VOLVO	V60 T6 AWD PREMIUM GEARTRONIC	0	0	0	0	0	0	0	710782
114	1006	PEUGEOT	3008 ALLURE 1.6 e-HDI AUTO6R	0	0	0	0	0	0	0	711007
123	684	RENAULT	MEGANE III HB DYNAMIQUE 1.5 DCI (105)	0	0	0	0	0	0	0	711062
153	881	VOLKSWAGEN	GOLF VI 1.6 TDI (90) TRENDLINE	0	0	0	0	0	0	0	712490
123	689	RENAULT	LAGUNA DYNAMIQUE GT 1.5 DCI (110)	0	0	0	0	0	0	0	713187
114	852	PEUGEOT	308 CC FELINE 1.6 THP (140) OV	0	0	0	0	0	0	0	713872
154	429	VOLVO	V60 2.0T POWERSHIFT	0	0	0	0	0	0	0	714243
122	1070	RENAULT (OYAK)	MEGANE HB EXTREME 1.6 16V OV 110 E5	0	0	0	0	0	0	0	714302
61	142	HONDA	CIVIC SEDAN 1.6 DREAM OV (Y)	0	0	0	0	0	0	0	715278
89	436	MAZDA	3 MPS 2.3	0	0	0	0	0	0	0	715763
122	1018	RENAULT (OYAK)	MEGANE III HB PRIVILEGE 1.5 DCI 110 E5	0	0	0	0	0	0	0	715923
123	708	RENAULT	MEGANE III HB PRIVILEGE 1.5 DCI 105	0	0	0	0	0	0	0	718172
154	476	VOLVO	S60 2.4 D5 AWD GEARTRONIC	0	0	0	0	0	0	0	718604
154	472	VOLVO	S60 2.0 D3 PREMIUM GEARTRONIC	0	0	0	0	0	0	0	718749
154	449	VOLVO	S40 1.6 D2 PREMIUM+DYNAMIC EDITION	0	0	0	0	0	0	0	718756
154	423	VOLVO	S60 2.4 D5 AWD	0	0	0	0	0	0	0	718756
154	422	VOLVO	V50 1.6 D2 DRIVE R-DESIGN	0	0	0	0	0	0	0	718756
154	524	VOLVO	V60 2.0 D3 GEARTRONIC	0	0	0	0	0	0	0	718828
61	145	HONDA	CIVIC SEDAN 1.6 ELEGANCE (Y)	0	0	0	0	0	0	0	720224
137	165	SUBARU	LEGACY SW AWD 2.0 CVT ELEGANCE	0	0	0	0	0	0	0	720537
53	887	FORD	MONDEO SELECTIVE 2.0 TDCi (140) SEDAN OV	0	0	0	0	0	0	0	720914
111	1354	OPEL	INSIGNIA NB 2.0 CDTI 160 4x4 OV	0	0	0	0	0	0	0	721379
154	523	VOLVO	V60 1.6 DRIVE ADVANCE	0	0	0	0	0	0	0	723385
137	1002	SUBARU	XV 1.6 AWD 5MT COMFORT	0	0	0	0	0	0	0	725123
53	945	FORD	MONDEO SELECTIVE 2.0 TDCi 140 OV SW	0	0	0	0	0	0	0	726336
153	882	VOLKSWAGEN	GOLF VI 1.6 TDI (105) TRENDLINE	0	0	0	0	0	0	0	727030
154	455	VOLVO	V50 2.0 D4 GEARTRONIC	0	0	0	0	0	0	0	727512
154	466	VOLVO	S60 2.0T PREMIUM EDITION POWERSHIFT	0	0	0	0	0	0	0	727901
19	1033	SEAT	LEON 1.6 TDI CR (105) COPA PLUS DSG	0	0	0	0	0	0	0	729582
114	850	PEUGEOT	3008 PREMIUM PACK 1.6 HDI (110) AUTO6R	0	0	0	0	0	0	0	729788
123	2006	RENAULT	MEGANE III COUPE COLOR EDITION 1.5 110 E5	0	0	0	0	0	0	0	730993
177	256	HYUNDAI	SONATA 2.0 CRDi SELECT H-MATIC	0	0	0	0	0	0	0	733367
114	873	PEUGEOT	3008 FELINE 1.6 HDI (112) AUTO6R	0	0	0	0	0	0	0	733868
114	884	PEUGEOT	508 ACTIVE 2.0 HDI 163 OV	0	0	0	0	0	0	0	733868
114	1008	PEUGEOT	308 CC FELINE 1.6 THP (156) OV	0	0	0	0	0	0	0	735288
123	639	RENAULT	LAGUNA 1.5 DCI (110) EXPRESSION	0	0	0	0	0	0	0	736113
9	510	AUDI	A1 1.4 TFSI (122)	0	0	0	0	0	0	0	736947
154	493	VOLVO	S60 2.0 T5 PREMIUM POWERSHIFT	0	0	0	0	0	0	0	737342
107	318	NISSAN	QASHQAI 1.6 TEKNA PACK	0	0	0	0	0	0	0	737397
154	525	VOLVO	V60 2.0 D3 PREMIUM GEARTRONIC	0	0	0	0	0	0	0	738651
61	1010	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE LPG HAZIRLIK (Y)	0	0	0	0	0	0	0	741538
154	450	VOLVO	S40 1.6 D2 R-DESIGN	0	0	0	0	0	0	0	741732
154	477	VOLVO	S60 2.4 D5 AWD PREMIUM EDITION	0	0	0	0	0	0	0	741847
154	473	VOLVO	S60 2.0 D3 ADVANCE PREMIUM GEARTRONIC	0	0	0	0	0	0	0	741923
122	1087	RENAULT (OYAK)	MEGANE HB BUSINESS 1.5 DCI 110 EDC E5	0	0	0	0	0	0	0	744302
9	412	AUDI	A3 1.4 TFSI (125)	0	0	0	0	0	0	0	744806
123	695	RENAULT	MEGANE SPORT TOURER PRIVILEGE 1.5DCI 105	0	0	0	0	0	0	0	746618
122	556	RENAULT (OYAK)	MEGANE III HB DYNAMIQUE 1.6 16V OV	0	0	0	0	0	0	0	748214
122	577	RENAULT (OYAK)	MEGANE III HB EXPRESSION 1.5 DCI 110 EDC	0	0	0	0	0	0	0	748214
153	1132	VOLKSWAGEN	AMAROK 2.0 TDI TRENDLINE 4x2	0	0	0	0	0	0	0	748427
137	1004	SUBARU	XV 1.6 AWD 5MT ELEGANCE	0	0	0	0	0	0	0	749461
19	315	SEAT	IBIZA SC 1.4 TSI 180 BOCANEGRA DSG	0	0	0	0	0	0	0	750415
154	467	VOLVO	S60 2.0T ADVANCE EDITION	0	0	0	0	0	0	0	751120
122	1049	RENAULT (OYAK)	MEGANE HB DYNAMIQUE 1.6 16V 105 OV E5	0	0	0	0	0	0	0	751971
122	1047	RENAULT (OYAK)	MEGANE HB EXPRESSION 1.5 DCI 110 EDC E5	0	0	0	0	0	0	0	751971
34	1066	CITROEN	DS5 2.0 DIZEL	0	0	0	0	0	0	0	752253
61	144	HONDA	CIVIC SEDAN 1.6 PREMIIUM OV (Y)	0	0	0	0	0	0	0	752361
21	645	BMW	116i 5 KAPI PURE	0	0	0	0	0	0	0	752903
123	2005	RENAULT	MEGANE III COUPE IMPRESSOR 1.5 DCI 110 E5	0	0	0	0	0	0	0	753602
153	841	VOLKSWAGEN	GOLF VI 1.6 (102) TRENDLINE	0	0	0	0	0	0	0	753922
9	512	AUDI	A1 1.6 TDI (105)	0	0	0	0	0	0	0	754930
137	166	SUBARU	LEGACY SW AWD 2.0 D-S STYLE	0	0	0	0	0	0	0	755212
154	528	VOLVO	V60 2.4 D5 AWD GEARTRONIC	0	0	0	0	0	0	0	755282
122	559	RENAULT (OYAK)	MEGANE III HB PRIVILEGE 1.6 16V OV	0	0	0	0	0	0	0	755696
177	257	HYUNDAI	SONATA 2.0 CRDi STYLE H-MATIC	0	0	0	0	0	0	0	756680
123	740	RENAULT	MEGANE SPORT TOURER EXPRESSION 1.4T 130	0	0	0	0	0	0	0	758813
122	1073	RENAULT (OYAK)	MEGANE HB EXTREME 1.5 DCI 110 EDC E5	0	0	0	0	0	0	0	759495
122	1052	RENAULT (OYAK)	MEGANE HB PRIVILEGE 1.6 16V 110 OV E5	0	0	0	0	0	0	0	759495
153	906	VOLKSWAGEN	JETTA 1.6 TDI PRIMELINE (105)	0	0	0	0	0	0	0	760428
123	753	RENAULT	LATITUDE PRIVILEGE 2.0 DCI (175) OV	0	0	0	0	0	0	0	761045
123	705	RENAULT	MEGANE III HB DYNAMIQUE 1.6 16V OV	0	0	0	0	0	0	0	761960
177	258	HYUNDAI	SONATA 2.0 CRDi STYLE PLUS H-MATIC	0	0	0	0	0	0	0	762498
19	273	SEAT	LEON 2.0 TDI (170) DPF FR	0	0	0	0	0	0	0	763325
123	640	RENAULT	LAGUNA 1.6 16V (110) EXPRESSION	0	0	0	0	0	0	0	763437
154	526	VOLVO	V60 2.0 D3 ADVANCE GEARTRONIC	0	0	0	0	0	0	0	765019
153	883	VOLKSWAGEN	GOLF VI 1.6 TDI (105) COMFORTLINE	0	0	0	0	0	0	0	765295
123	707	RENAULT	MEGANE III HB PRIVILEGE 1.6 16V OV	0	0	0	0	0	0	0	765731
123	2013	RENAULT	MEGANE COUPE IMPRESSOR 1.5 DCI 110 EDC	0	0	0	0	0	0	0	765923
107	291	NISSAN	QASHQAI 1.6 PLATINUM	0	0	0	0	0	0	0	766254
153	620	VOLKSWAGEN	JETTA 1.6 PRIMELINE (102)	0	0	0	0	0	0	0	768268
123	687	RENAULT	LAGUNA SPORT EMOTION 2.0 DCI (150) OV	0	0	0	0	0	0	0	768353
21	564	BMW	116i PREMIUM	0	0	0	0	0	0	0	768579
123	752	RENAULT	LATITUDE EXECUTIVE 1.5 DCI (110)	0	0	0	0	0	0	0	768857
9	287	AUDI	A3 SPORTBACK 1.6	0	0	0	0	0	0	0	771123
122	569	RENAULT (OYAK)	MEGANE III HB SPORT EDI 1.5 DCI 110 EDC	0	0	0	0	0	0	0	771842
154	469	VOLVO	S60 T6 AWD GEARTRONIC	0	0	0	0	0	0	0	773786
154	529	VOLVO	V60 2.4 D5 AWD PREMIUM GEARTRONIC	0	0	0	0	0	0	0	773786
123	645	RENAULT	LAGUNA 1.5 DCI (110) PRIVILEGE	0	0	0	0	0	0	0	774422
53	856	FORD	FOCUS TITANIUM 4K 1.6i (100) OV	0	0	0	0	0	0	0	777107
61	146	HONDA	CIVIC SEDAN 1.6 ELEGANCE OV (Y)	0	0	0	0	0	0	0	777821
137	123	SUBARU	FORESTER AWD 2.0X TREND	0	0	0	0	0	0	0	778329
154	500	VOLVO	S60 2.0 D3 ADVANCE	0	0	0	0	0	0	0	779076
107	1028	NISSAN	QASHQAI 1.6 TEKNA PREMIUM PACK CVT	0	0	0	0	0	0	0	780477
153	998	VOLKSWAGEN	GOLF VI 1.6 TDI (105) BLUEMOTION	0	0	0	0	0	0	0	780601
9	413	AUDI	A3 SPORTBACK 1.4 TFSI (125)	0	0	0	0	0	0	0	781077
154	495	VOLVO	S60 T6 AWD PREMIUM GEARTRONIC	0	0	0	0	0	0	0	783537
61	1011	HONDA	CIVIC SEDAN 1.6 125 ELEGANCE OV LPG HAZIR (Y)	0	0	0	0	0	0	0	786034
122	570	RENAULT (OYAK)	MEGANE III HB DYNAMIQUE 1.5 DCI 110 EDC	0	0	0	0	0	0	0	787593
154	475	VOLVO	S60 2.0 D3 R-DESIGN GEARTRONIC	0	0	0	0	0	0	0	788244
154	424	VOLVO	V60 2.4 D5 AWD OV	0	0	0	0	0	0	0	788244
53	2423	FORD	MONDEO SELECTIVE 1.6i ECOBOOST 160 SW	0	0	0	0	0	0	0	789634
154	527	VOLVO	V60 2.0 D3 R-DESIGN GEARTRONIC	0	0	0	0	0	0	0	789634
122	1050	RENAULT (OYAK)	MEGANE HB DYNAMIQUE 1.5 DCI 110 EDC E5	0	0	0	0	0	0	0	791551
122	571	RENAULT (OYAK)	MEGANE III PRIVILEGE 1.5 DCI 110 EDC	0	0	0	0	0	0	0	795469
137	1001	SUBARU	XV 2.0 AWD TD 6MT PREMIUM	0	0	0	0	0	0	0	796130
21	646	BMW	116i 5 KAPI ADVANTAGE	0	0	0	0	0	0	0	796791
133	386	SKODA	SUPERB ELEGANCE 2.0 TDI CR (170) DSG TIP	0	0	0	0	0	0	0	798135
153	907	VOLKSWAGEN	JETTA 1.6 TDI PRIMELINE T.TRONIC DSG 105	0	0	0	0	0	0	0	798449
53	906	FORD	KUGA SELECTIVE 5K 2.0 TDCi 140 P.SHIFT	0	0	0	0	0	0	0	799347
137	125	SUBARU	FORESTER AWD 2.0X COMFORT	0	0	0	0	0	0	0	801949
153	77	VOLKSWAGEN	GOLF VI 1.6 TDI (105) HIGHLINE	0	0	0	0	0	0	0	803559
123	691	RENAULT	LAGUNA EXECUTIVE 1.5 DCI (110)	0	0	0	0	0	0	0	805122
153	621	VOLKSWAGEN	JETTA 1.6 PRIMELINE TIPTRONIC	0	0	0	0	0	0	0	806681
153	913	VOLKSWAGEN	GOLF VI 1.6 TDI (105) TRENDLINE DSG	0	0	0	0	0	0	0	807812
154	1002	VOLVO	V60 2.0 D3 VOLVO OCEAN RACE GEARTRONIC	0	0	0	0	0	0	0	808051
153	625	VOLKSWAGEN	JETTA 1.6 COMFORTLINE (102)	0	0	0	0	0	0	0	808703
154	463	VOLVO	S60 1.6 T4 R-DESIGN PREMIUM+ADVANCE POWE	0	0	0	0	0	0	0	811359
21	605	BMW	116i COMFORT	0	0	0	0	0	0	0	814931
153	78	VOLKSWAGEN	JETTA 1.4 TSI (170) TRENDLINE	0	0	0	0	0	0	0	815945
53	907	FORD	KUGA TITANIUM 5K 2.0 TDCi 140 POWERSHIFT	0	0	0	0	0	0	0	818537
123	648	RENAULT	LAGUNA 2.0 (170) PRIVILEGE	0	0	0	0	0	0	0	818822
9	256	AUDI	A3 1.6	0	0	0	0	0	0	0	819651
133	373	SKODA	SUPERB ELEGANCE 1.8 TSI (160) TIPTRONIC	0	0	0	0	0	0	0	820982
107	321	NISSAN	QASHQAI 1.5 DCI TEKNA PACK	0	0	0	0	0	0	0	821599
137	127	SUBARU	FORESTER AWD 2.0X LIMITED	0	0	0	0	0	0	0	826143
137	124	SUBARU	FORESTER AWD 2.0X 4AT TREND	0	0	0	0	0	0	0	828041
111	588	OPEL	ANTARA 2.0 CDTi COSMO AS	0	0	0	0	0	0	0	830243
122	1053	RENAULT (OYAK)	MEGANE HB PRIVILEGE 1.5 DCI 110 EDC E5	0	0	0	0	0	0	0	833210
94	370	MITSUBISHI	OUTLANDER 2.0 DID INSTYLE	0	0	0	0	0	0	0	834102
9	438	AUDI	A3 1.6 S TRONIC	0	0	0	0	0	0	0	836680
177	251	HYUNDAI	TUCSON 2.0 CRDi VGT (150) SELECT 4x4	0	0	0	0	0	0	0	842179
137	152	SUBARU	FORESTER AWD 2.0 TD 6MT COMFORT	0	0	0	0	0	0	0	842519
114	356	PEUGEOT	308 5 KAPI ACTIVE 1.6 e-HDI (112) AUTO6R	0	0	0	0	0	701219	592123	577907
34	1042	CITROEN	C4 1.6 e-HDI (115) CONFORT MCP	0	0	0	0	705102	660954	592875	575267
114	874	PEUGEOT	508 ACCESS 1.6 VTI 120 AUTO6R	0	0	0	0	0	634893	593369	585193
34	329	CITROEN	C5 3 1.6 HDI (112) CONFORT	0	0	0	0	0	0	594427	566588
34	326	CITROEN	C5 3 1.6 THP (156) CONFORT OV	0	0	0	0	0	0	594465	566645
114	354	PEUGEOT	308 5 KAPI ACTIVE 1.6 HDI (92)	0	0	801804	749355	700331	609085	595011	557159
133	1072	SKODA	RAPID AMBITION 1.6 TDI CR 90 DSG	0	0	0	0	711418	642522	596796	0
133	1019	SKODA	OCTAVIA ACTIVE 1.6 TDI CR 105 DSG TIPTRONIC	0	0	0	0	0	0	597192	561419
111	694	OPEL	ASTRA HB 1.4 (140) COSMO	0	0	0	0	738949	643929	597916	573311
34	1142	CITROEN	C4 1.6 e-HDI (115) CONFORT PLUS MCP	0	0	0	0	0	0	598836	581056
111	1072	OPEL	MERIVA 1.4 140 ACTIVE	0	0	0	0	0	0	600846	0
114	352	PEUGEOT	308 5 KAPI ACTIVE 1.6 VTI (120) OV	0	0	0	0	0	644852	602656	564322
111	1059	OPEL	ASTRA SEDAN CLAS.1.6 16V 115 ENJOYPLUS  EASYT	0	0	0	0	0	0	602766	586121
34	327	CITROEN	C5 3 1.6 THP (156) DYNAMIQUE OV	0	0	0	0	0	0	602775	574551
34	1050	CITROEN	C5 1.6 THP 156 DYNAMIQUE OV	0	0	0	0	0	0	602797	0
34	1027	CITROEN	C5 1.6 HDI 115 CONFORT	0	0	0	0	683000	648740	605066	576740
