Marka Kodu	Tip Kodu	Marka Adı	Tip Adı	2019	2018	2017	2016	2015	2014	2013	2012
800	1066	KIA	CEED CONCEPT PLUS 1.6 DIZEL 136 DCT	0	0	1047546	950403	918452	0	0	0
800	1103	KIA	CEED LIVE 1.4 (100)	0	0	711727	0	0	0	0	0
800	1068	KIA	CEED PREMIUM 1.6 DIZEL 136 DCT	0	0	1072352	1035634	1002506	0	0	0
800	1081	KIA	CERATO COMFORT 1.6 130	0	0	939842	902089	0	0	0	0
800	1082	KIA	CERATO COMFORT 1.6 130 OV	0	0	0	959308	0	0	0	0
800	1083	KIA	CERATO COMFORT 1.6 DIZEL 136 DCT	0	0	0	1001645	0	0	0	0
800	1094	KIA	CERATO CONCEPT 1.6 130 OV	0	0	981831	0	0	0	0	0
800	1096	KIA	CERATO CONCEPT TECHNO 1.6 130 OV	0	0	994961	0	0	0	0	0
800	1097	KIA	CERATO CONCEPT TECHNO 1.6 DIZEL 136 DCT	0	0	1062998	0	0	0	0	0
61	1041	HONDA	CIVIC HATCBACK 1.4 i-VTEC COMFORT	0	0	0	819252	772871	0	0	0
61	1042	HONDA	CIVIC HATCBACK 1.4 i-VTEC ELEGANCE	0	0	0	871119	821811	0	0	0
61	1043	HONDA	CIVIC HATCBACK 1.6 i-DTEC ELEGANCE	0	0	0	1006556	949580	0	0	0
61	1048	HONDA	CIVIC SEDAN 1.6 125 BLACK EDITION OV	0	0	0	1038383	970438	0	0	0
61	1032	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE	0	0	0	999552	942976	869020	0	0
61	1036	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE ECO	0	0	0	1029544	971260	869020	0	0
61	1037	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE ECO OV	0	0	0	1081024	1001845	935861	0	0
61	1038	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE ECO SMART	0	0	0	0	990693	909135	0	0
61	1039	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE ECO SMART OV	0	0	0	0	1040233	954577	0	0
61	1033	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE OV	0	0	0	1049516	1001845	908606	0	0
61	1034	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE SMART	0	0	0	0	961831	882632	0	0
61	1035	HONDA	CIVIC SEDAN 1.6 125 EXECUTIVE SMART OV	0	0	0	0	1009919	926778	0	0
111	1333	OPEL	CORSA 1.3 ECOTEC 95 EASYTRONIC S&S DIZEL	0	897710	0	0	0	0	0	0
111	1148	OPEL	CORSA 1.4i TWINPORT ENJOY ACTIVE OV	0	0	0	0	0	484477	0	0
111	1198	OPEL	CORSA 3 KAPI 1.6 MT6 OPC 210	0	0	0	0	1018572	0	0	0
111	1163	OPEL	CORSA 3 KAPI SPORT 115 TURBO SIDI S&S	0	0	0	0	573504	0	0	0
111	1233	OPEL	CORSA 5 KAPI 1.2 70 DESIGN	0	0	662871	585115	0	0	0	0
111	1122	OPEL	CORSA 5 KAPI 1.2i TWINPORT ACTIVE	0	0	0	0	0	548505	0	0
111	1123	OPEL	CORSA 5 KAPI 1.2i TWINPORT ACTIVE EASYTRONIC	0	0	0	0	0	519383	0	0
111	1235	OPEL	CORSA 5 KAPI 1.3 CDTI 75 DESIGN	0	0	745787	661344	0	0	0	0
111	1190	OPEL	CORSA 5 KAPI 1.3 CDTI 95 COLOR EDITION EASYRO	0	0	0	802839	758360	0	0	0
111	1237	OPEL	CORSA 5 KAPI 1.3 CDTI 95 EASYTRONIC  DESIGN	0	0	810519	718816	0	0	0	0
111	1189	OPEL	CORSA 5 KAPI 1.3 CDTI 95 ENJOY EASYTRONIC	0	0	800318	758360	726970	0	0	0
111	1188	OPEL	CORSA 5 KAPI 1.3 CDTI 95 ESSENTIA EASYTRONIC	0	0	691608	657596	637148	0	0	0
111	1236	OPEL	CORSA 5 KAPI 1.3 CDTI 95 S&S DESIGN	0	0	0	694580	0	0	0	0
111	1231	OPEL	CORSA 5 KAPI 1.4 90 COSMO OV	0	0	0	0	657161	607820	0	0
111	1132	OPEL	CORSA 5 KAPI 1.4i TWINPORT ACTIVE	0	0	0	0	0	513822	0	0
111	1133	OPEL	CORSA 5 KAPI 1.4i TWINPORT ACTIVE EASYTRONIC	0	0	0	0	0	550725	0	0
111	1162	OPEL	CORSA 5 KAPI COLOR  EDITION 1.3 CDTI 75 S&S	0	0	0	0	655720	638765	0	0
111	1161	OPEL	CORSA 5 KAPI COLOR EDITION 1.0 115 TURBO SIDI	0	0	0	0	604859	536454	0	0
111	1159	OPEL	CORSA 5 KAPI COLOR EDITION 1.4 90	0	0	0	0	673599	0	0	0
111	1160	OPEL	CORSA 5 KAPI COLOR EDITION 1.4 90 OV	0	0	825067	777276	740408	0	0	0
111	1157	OPEL	CORSA 5 KAPI ENJOY 1.0 115 TURBO SIDI S&S	0	0	0	0	637150	0	0	0
111	1158	OPEL	CORSA 5 KAPI ENJOY 1.3 CDTI 75 S&S	0	838411	736564	661344	603155	0	0	0
111	1155	OPEL	CORSA 5 KAPI ENJOY 1.4 90	0	0	0	0	596037	0	0	0
111	1153	OPEL	CORSA 5 KAPI ESSENTIA 1.0 115 TURBO SIDI S&S	0	0	0	0	637150	0	0	0
111	1154	OPEL	CORSA 5 KAPI ESSENTIA 1.3 CDTI 75 S&S	0	0	668709	632616	622642	0	0	0
111	1334	OPEL	CORSA BLACK EDITION 1.4 90 AT6	0	782713	0	0	0	0	0	0
111	1312	OPEL	CROSSLAND X 1.2 81 ENJOY	0	865091	803031	0	0	0	0	0
111	1315	OPEL	CROSSLAND X 1.2 81 EXCELLENCE	0	1017285	913862	0	0	0	0	0
111	1359	OPEL	CROSSLAND X 1.5 102 DIZEL ENJOY	0	937628	0	0	0	0	0	0
111	1360	OPEL	CROSSLAND X 1.5 102 DIZEL EXCELLENCE	0	1089151	0	0	0	0	0	0
111	1314	OPEL	CROSSLAND X 1.6 DIZEL 99 ENJOY	0	983578	948902	0	0	0	0	0
111	1317	OPEL	CROSSLAND X 1.6 DIZEL 99 EXCELLENCE	0	1071979	911236	0	0	0	0	0
111	1338	OPEL	CROSSLAND X ULTIMATE 1.6 99 DIZEL	0	1104222	0	0	0	0	0	0
34	1106	CITROEN	DS3 PERFORMANCE 1.6 THP 208	0	0	0	894254	0	0	0	0
34	1089	CITROEN	DS4 1.6 BLUEHDI 120 EAT6	0	0	939355	851656	794290	0	0	0
34	1097	CITROEN	DS4 CROSSBACK 1.6 BLUEHDI 120 EAT6	0	0	0	908075	0	0	0	0
34	1092	CITROEN	DS5 1.6 THP 165 EAT6	0	0	0	0	1033127	0	0	0
34	1095	CITROEN	DS5 CHICK 1.6 BLUEHDI 120 EAT6	0	0	0	1072200	0	0	0	0
53	2341	FORD	ECOSPORT 1.5 TDCI TITANIUM	0	0	1071155	0	0	0	0	0
177	1083	HYUNDAI	ELANTRA 1.6 CRDI ELITE OV	0	0	0	0	925056	902865	0	0
177	1124	HYUNDAI	ELANTRA 1.6 CRDI MODE	0	0	0	0	877023	0	0	0
177	1081	HYUNDAI	ELANTRA 1.6 CRDI STYLE	0	0	0	0	0	693866	0	0
177	1125	HYUNDAI	ELANTRA 1.6 CRDI STYLE DESIGN PACK	0	0	0	0	955091	0	0	0
177	1126	HYUNDAI	ELANTRA 1.6 CRDI STYLE DESIGN PACK OV	0	0	0	0	1047973	0	0	0
177	1082	HYUNDAI	ELANTRA 1.6 CRDI STYLE OV	0	0	0	0	0	823461	0	0
177	1200	HYUNDAI	ELANTRA 1.6 CRDI STYLE PLUS DCT	0	1130085	1069210	0	0	0	0	0
177	1080	HYUNDAI	ELANTRA 1.6 D-CVVT ELITE OV	0	0	0	0	987326	899467	0	0
177	1079	HYUNDAI	ELANTRA 1.6 D-CVVT STYLE	0	947502	933679	868564	859877	798305	0	0
177	1122	HYUNDAI	ELANTRA 1.6 D-CVVT STYLE DESIGN PACK	0	0	0	0	849133	0	0	0
177	1123	HYUNDAI	ELANTRA 1.6 D-CVVT STYLE DESIGN PACK OV	0	0	0	0	953788	0	0	0
177	1162	HYUNDAI	ELANTRA 1.6 D-CVVT STYLE OV	0	1032899	933410	869328	0	0	0	0
177	1197	HYUNDAI	ELANTRA SPORT 1.6 T-GDI DCT	0	0	1063821	0	0	0	0	0
53	2224	FORD	FOCUS 1.5 TDCI 120 4 KAPI STYLE E6	0	1025643	0	0	0	0	0	0
53	2222	FORD	FOCUS 1.5 TDCI 120 4 KAPI TREND X E6	0	992083	0	0	0	0	0	0
53	2221	FORD	FOCUS 1.5 TDCI 120 5 KAPI TREND X  E6	0	987098	0	0	0	0	0	0
53	2223	FORD	FOCUS 1.5 TDCI 120 SW TREND X E6	0	990670	0	0	0	0	0	0
53	2414	FORD	FOCUS HB 2.0 SE	0	0	1052614	0	0	0	0	0
53	2123	FORD	FOCUS III MCA STYLE 1.5 TDCI 120 4K PWS	0	1076989	1009061	981700	895842	0	0	0
53	2122	FORD	FOCUS III MCA STYLE 1.5 TDCI 120 5K PWS	0	0	993086	962130	876338	0	0	0
53	2124	FORD	FOCUS III MCA STYLE 1.5 TDCI 120 SW PWS	0	0	1005411	970637	925495	0	0	0
53	2088	FORD	FOCUS III MCA STYLE 1.6 125 4K	0	0	857243	842130	825951	766400	0	0
53	2090	FORD	FOCUS III MCA STYLE 1.6 125 4K POWERSHIFT	0	0	964944	950806	865669	809706	0	0
53	2087	FORD	FOCUS III MCA STYLE 1.6 125 5K	0	0	850596	834274	795457	759260	0	0
53	2089	FORD	FOCUS III MCA STYLE 1.6 125 5K POWERSHIFT	0	0	912179	887215	845938	807441	0	0
53	2092	FORD	FOCUS III MCA STYLE 1.6 TDCI 115 4K	0	0	957471	879882	826334	796055	0	0
53	2091	FORD	FOCUS III MCA STYLE 1.6 TDCI 115 5K	0	0	920757	885306	826418	788789	0	0
53	2093	FORD	FOCUS III MCA STYLE 1.6 TDCI 115 SW	0	0	925740	890201	848788	810155	0	0
53	2097	FORD	FOCUS III MCA TITANIUM 1.0 ECOBOOST 125 4K	0	0	895778	867237	826902	789253	0	0
53	2096	FORD	FOCUS III MCA TITANIUM 1.0 ECOBOOST 125 5K	0	0	887215	862238	822130	784705	0	0
53	2095	FORD	FOCUS III MCA TITANIUM 1.6 125 4K	0	997936	945430	931577	917933	789333	0	0
53	2099	FORD	FOCUS III MCA TITANIUM 1.6 125 4K POWERSHIFT	0	1047222	927947	912179	869737	830148	0	0
53	2094	FORD	FOCUS III MCA TITANIUM 1.6 125 5K	0	992922	882397	867362	827011	789365	0	0
53	2098	FORD	FOCUS III MCA TITANIUM 1.6 125 5K POWERSHIFT	0	1042025	920706	910704	868348	828821	0	0
53	2100	FORD	FOCUS III MCA TITANIUM 1.6 125 SW POWERSHIFT	0	0	0	907186	864986	825621	0	0
53	2102	FORD	FOCUS III MCA TITANIUM 1.6 TDCI 115 4K	0	0	1029834	959791	898479	872023	0	0
53	2101	FORD	FOCUS III MCA TITANIUM 1.6 TDCI 115 5 KAPI	0	0	1010637	956262	901686	860658	0	0
53	2103	FORD	FOCUS III MCA TITANIUM 1.6 TDCI 115 SW	0	0	1014593	956634	912124	870609	0	0
53	2236	FORD	FOCUS III MCA TITANIUM X 1.6 TDCI 115 4K	0	0	0	0	938648	895921	0	0
53	2237	FORD	FOCUS III MCA TITANIUM X 1.6 TDCI 115 5K	0	0	0	0	941270	898429	0	0
53	2119	FORD	FOCUS III MCA TREND X  1.5TDCI 120 5K PWS	0	1042008	967114	906039	867237	0	0	0
53	2120	FORD	FOCUS III MCA TREND X 1.5 TDCI 120 4K PWS	0	1109445	1016566	939377	896859	0	0	0
53	2121	FORD	FOCUS III MCA TREND X 1.5 TDCI 120 SW PWS	0	1047023	970660	917169	874515	0	0	0
53	2081	FORD	FOCUS III MCA TREND X 1.6 125 4K	0	950908	929177	839158	826026	736700	0	0
53	2083	FORD	FOCUS III MCA TREND X 1.6 125 4K POWERSHIFT	0	965128	951053	937115	891864	784767	0	0
53	2080	FORD	FOCUS III MCA TREND X 1.6 125 5K	0	882397	873573	846690	834295	733165	0	0
53	2082	FORD	FOCUS III MCA TREND X 1.6 125 5K POWERSHIFT	0	988866	974450	850757	846275	774243	0	0
53	2085	FORD	FOCUS III MCA TREND X 1.6 TDCI 95 4K	0	0	935086	849897	803897	761821	0	0
53	2084	FORD	FOCUS III MCA TREND X 1.6 TDCI 95 5K	0	0	900573	850757	806422	769700	0	0
53	2086	FORD	FOCUS III MCA TREND X 1.6 TDCI 95 SW	0	0	905766	856396	816567	779392	0	0
53	2195	FORD	FOCUS ST LINE 1.0 125 ECOBOOST 5K	0	0	970695	956266	0	0	0	0
53	2194	FORD	FOCUS ST LINE 1.6 125 5K	0	0	962134	949621	0	0	0	0
53	2181	FORD	FOCUS TITANIUM 1.0 ECOBOOST 125 4 KAPI A/T	0	0	935743	912179	0	0	0	0
53	2182	FORD	FOCUS TITANIUM 1.0 ECOBOOST 125 5 KAPI A/T	0	0	929680	909673	0	0	0	0
52	1053	FIAT	FULLBACK HARDROCK 4x4 M/T 2.4 180 E6	0	1128817	0	0	0	0	0	0
52	1051	FIAT	FULLBACK ROCK 4x2 M/T 2.4 150 E6	0	1041019	0	0	0	0	0	0
52	1052	FIAT	FULLBACK ROCK 4x4 M/T 2.4 150 E6	0	1085218	0	0	0	0	0	0
3	1013	ALFA ROMEO	GIULIETTA  1.6 JTD 120 PROGRESSION	0	879450	869247	836775	769836	0	0	0
3	1020	ALFA ROMEO	GIULIETTA 1.6 JTD 120 SUPER	0	0	1008944	971274	0	0	0	0
3	1014	ALFA ROMEO	GIULIETTA 1.6 JTDM 120 PROGRESSION TCT	0	1112669	1016310	978357	0	0	0	0
153	1539	VOLKSWAGEN	GOLF 1.2 TSI 85	0	0	0	965567	0	0	0	0
153	1562	VOLKSWAGEN	GOLF VII 1.2 TSI 85 VARIANT	0	0	0	0	827845	0	0	0
61	1056	HONDA	HR-V 1.5 130 ELEGANCE	0	0	0	1092068	0	0	0	0
61	1057	HONDA	HR-V 1.5 130 ELEGANCE OV	0	0	0	1174275	0	0	0	0
61	1055	HONDA	HR-V 1.5 130 PREMIUM	0	0	0	1059316	0	0	0	0
19	1056	SEAT	IBIZA 1.0 75 REFERENCE	0	0	606924	598020	512219	0	0	0
19	1094	SEAT	IBIZA 1.0 75 S&S REFERENCE	0	0	655680	0	0	0	0	0
19	1097	SEAT	IBIZA 1.0 75 S&S STYLE	0	753573	731051	0	0	0	0	0
19	1068	SEAT	IBIZA 1.0 ECO TSI 110 DSG STYLE	0	0	894707	782603	718995	0	0	0
19	1102	SEAT	IBIZA 1.0 ECOTSI 115 DSG S&S XCELLENCE	0	924372	0	0	0	0	0	0
19	1095	SEAT	IBIZA 1.0 ECOTSI 95 S&S STYLE	0	792827	759487	0	0	0	0	0
19	1057	SEAT	IBIZA 1.2 TSI 90 REFERENCE	0	0	684529	674907	636082	0	0	0
19	1058	SEAT	IBIZA 1.2 TSI 90 STYLE	0	0	697990	687762	601523	0	0	0
19	1035	SEAT	IBIZA 1.4 (85) REFERENCE	0	0	0	0	582214	549398	0	0
19	1073	SEAT	IBIZA 1.4 TDI 90 DSG STYLE	0	0	0	767407	0	0	0	0
19	1059	SEAT	IBIZA 1.4 TDI CR 90 REFERENCE	0	0	0	683887	622630	0	0	0
19	1060	SEAT	IBIZA 1.4 TDI CR 90 STYLE	0	0	0	726703	661247	0	0	0
19	1039	SEAT	IBIZA 1.6 TDI CR 90 REFERENCE DSG	0	0	0	0	718995	0	0	0
19	1036	SEAT	IBIZA 1.6 TDI CR 90 STYLE DSG	0	0	0	787194	709259	664875	0	0
19	1106	SEAT	IBIZA 1.6 TDI SCR 95 DSG S&S STYLE	0	1017912	0	0	0	0	0	0
19	1101	SEAT	IBIZA 1.6 TDI SCR 95 S&S STYLE	0	0	877409	0	0	0	0	0
19	1067	SEAT	IBIZA SC 1.0 ECOTSI 110 FR DSG	0	0	0	832837	767315	0	0	0
19	1034	SEAT	IBIZA SC 1.4 TSI 180 CUPRA DSG	0	0	0	0	709259	666205	0	0
19	1070	SEAT	IBIZA SC 1.8 TSI 192 CUPRA	0	0	0	1095851	998094	0	0	0
19	1069	SEAT	IBIZA ST 1.0 ECOTSI 110 STYLE DSG	0	0	0	867236	791726	0	0	0
19	1061	SEAT	IBIZA ST 1.2 TSI 90 REFERENCE	0	0	0	0	572106	0	0	0
19	1062	SEAT	IBIZA ST 1.2 TSI 90 STYLE	0	0	0	650829	602132	0	0	0
19	1071	SEAT	IBIZA ST 1.4 TDI 90 STYLE DSG	0	0	0	819866	0	0	0	0
19	1063	SEAT	IBIZA ST 1.4 TDI CR 90 REFERENCE	0	0	0	716899	649314	0	0	0
19	1064	SEAT	IBIZA ST 1.4 TDI CR 90 STYLE	0	0	0	759723	687073	0	0	0
111	1150	OPEL	INSIGNIA COUNTRY TOURER 1.6 170 COSMO AT6	0	0	0	0	971863	880451	0	0
111	1186	OPEL	INSIGNIA NB 1.4 140 EP MT6 LPG EDITION ELEGAN	0	0	0	0	871088	770101	0	0
111	1209	OPEL	INSIGNIA NB 1.6 170 SPORT AT6 SPORT	0	0	0	0	1047645	0	0	0
111	1204	OPEL	INSIGNIA NB 1.6D 136 AT6 BUSINESS	0	0	0	0	962018	0	0	0
111	1200	OPEL	INSIGNIA NB 1.6D 136 AT6 EDITION	0	0	0	0	927154	0	0	0
111	1202	OPEL	INSIGNIA NB 1.6D 136 AT6 EDITION PLUS	0	0	0	1060615	987225	0	0	0
111	1203	OPEL	INSIGNIA NB 1.6D 136 MT6 BUSINESS	0	0	0	0	837353	0	0	0
111	1199	OPEL	INSIGNIA NB 1.6D 136 MT6 EDITION	0	0	0	0	825067	0	0	0
111	1201	OPEL	INSIGNIA NB 1.6D MT6 EDITION ELEGANCE	0	0	938501	881756	838411	0	0	0
177	1101	HYUNDAI	i30 1.4 MPI BLUE DRIVE	0	0	0	882137	807561	724185	0	0
177	1112	HYUNDAI	i30 1.6 CRDI BLUE DRIVE DCT	0	0	0	1048334	968519	0	0	0
177	1114	HYUNDAI	i30 1.6 CRDI DESIGN PACK DCT	0	0	0	1179180	1075013	0	0	0
177	1113	HYUNDAI	i30 1.6 CRDI STYLE DCT	0	0	0	1130641	957778	0	0	0
177	1103	HYUNDAI	i30 1.6 CRDi BLUE DRIVE	0	0	0	1047943	967125	860022	0	0
177	1102	HYUNDAI	i30 1.6 GDI BLUE DRIVE	0	0	0	0	0	801328	0	0
177	1109	HYUNDAI	i30 1.6 GDI DESIGN PACK DCT	0	0	0	1048222	994243	0	0	0
177	1110	HYUNDAI	i30 1.6 GDI ELITE DCT	0	0	0	1128716	1042340	0	0	0
177	1108	HYUNDAI	i30 1.6 GDI STYLE DCT	0	0	0	984622	930933	0	0	0
177	1116	HYUNDAI	i30 CW 1.6 CRDI STYLE DCT	0	0	0	1179875	1055881	0	0	0
177	1187	HYUNDAI	i30 STYLE 1.4 MPI	0	964106	853609	0	0	0	0	0
153	1243	VOLKSWAGEN	JETTA 1.2 TSI BMT 105 TRENDLINE	0	0	1057791	1036636	964071	0	0	0
153	1532	VOLKSWAGEN	JETTA 2.0 FSI (150) TRENDLINE TIPTRONIC	0	0	0	0	0	943776	0	0
123	2087	RENAULT	KADJAR TOUCH 1.2 130	0	1122151	1066044	1012743	931723	0	0	0
177	1204	HYUNDAI	KONA 1.0 STYLE	0	983481	0	0	0	0	0	0
53	2151	FORD	KUGA ICA TREND X 1.5 ECOBOOST 150 2WD	0	0	1021290	981999	907594	0	0	0
53	2108	FORD	KUGA SELECTIVE 1.5 ECOBOOST 182 AWD A/T	0	0	0	0	1084787	1002436	0	0
53	2106	FORD	KUGA TITANIUM 1.5 ECOBOOST 182 AWD A/T	0	0	0	0	1067622	986572	0	0
53	2104	FORD	KUGA TREND X 1.5 ECOBOOST 150 2WD	0	0	0	0	907594	838698	0	0
53	2105	FORD	KUGA TREND X 1.5 ECOBOOST 182 AWD A/T	0	0	0	0	994185	918724	0	0
19	1042	SEAT	LEON 1.2 TSI 110 STYLE	0	943820	895603	857311	817946	0	0	0
19	1043	SEAT	LEON 1.2 TSI 110 STYLE DSG	0	1133995	956177	908984	861666	0	0	0
19	1065	SEAT	LEON 1.4 EcoTSI ACT 150 FR	0	0	0	1022889	982068	0	0	0
19	1041	SEAT	LEON 1.4 TSI ACT 150 FR DSG	0	0	0	0	1067839	0	0	0
19	1045	SEAT	LEON 1.6 TDI 110 STYLE	0	0	0	977507	883861	0	0	0
19	1046	SEAT	LEON 1.6 TDI 110 STYLE DSG	0	0	0	1045760	949981	0	0	0
19	1055	SEAT	LEON SC 1.6 TDI 110 STYLE DSG	0	0	0	0	948055	0	0	0
19	1104	SEAT	LEON ST 1.0 ECOTSI 115 DSG S&S ECOMOTIVESTYLE	0	1084217	0	0	0	0	0	0
19	1085	SEAT	LEON ST 1.4 ECOTSI ACT 150 FR DSG	0	0	0	1035526	0	0	0	0
19	1049	SEAT	LEON ST 1.4 TSI ACT 150 FR DSG	0	0	0	1086631	1064739	0	0	0
19	1037	SEAT	LEON ST 1.6 TDI 105 STYLE DSG	0	0	0	0	921375	855690	0	0
19	1040	SEAT	LEON ST 1.6 TDI 110 4WD X-PERIENCE	0	0	0	1072906	956218	0	0	0
19	1048	SEAT	LEON ST 1.6 TDI 110 STYLE DSG	0	0	0	1045254	904037	0	0	0
107	1137	NISSAN	MC QASHQAI 1.2 DIG-T VISIA	0	1094147	1013088	0	0	0	0	0
122	1138	RENAULT (OYAK)	MEGANE HB GT LINE 1.6 16V 115 CVT	0	0	0	968203	890746	846209	0	0
123	2111	RENAULT	MEGANE HB ICON 1.2 TCE 130	0	0	980224	931214	856716	0	0	0
123	2106	RENAULT	MEGANE HB JOY 1.5 DCI 90	0	967881	919486	873512	0	0	0	0
123	2107	RENAULT	MEGANE HB JOY 1.5 DCI EDC 110	0	1065484	1012208	961599	0	0	0	0
123	2105	RENAULT	MEGANE HB JOY 1.6 16V 115	0	947984	900585	855557	0	0	0	0
123	2108	RENAULT	MEGANE HB TOUCH 1.2 TCE 130	0	964843	916602	870772	0	0	0	0
123	2121	RENAULT	MEGANE HB TOUCH 1.2 TCE EDC 130	0	1078355	1024437	973214	0	0	0	0
123	2109	RENAULT	MEGANE HB TOUCH 1.5 DCI 110	0	1001960	951863	904269	831928	0	0	0
123	2110	RENAULT	MEGANE HB TOUCH 1.5 DCI EDC 110	0	1113290	1057626	1004743	0	0	0	0
122	1146	RENAULT (OYAK)	MEGANE HB TOUCH PLUS 1.5 DCI 110 EDC	0	0	0	970313	892688	848053	0	0
122	1145	RENAULT (OYAK)	MEGANE HB TOUCH PLUS 1.5 DCI 90	0	0	0	892688	821273	780209	0	0
122	1143	RENAULT (OYAK)	MEGANE HB TOUCH PLUS 1.6 16V 110	0	0	0	827813	761589	723509	0	0
122	1144	RENAULT (OYAK)	MEGANE HB TOUCH PLUS 1.6 16V 115 CVT	0	0	0	919793	846209	803899	0	0
123	2139	RENAULT	MEGANE HB TOUCHROME 1.2 TCE 130	0	0	925768	0	0	0	0	0
123	2140	RENAULT	MEGANE HB TOUCHROME 1.2 TCE EDC 130	0	0	1018345	0	0	0	0	0
123	2141	RENAULT	MEGANE HB TOUCHROME 1.5 DCI 110	0	0	961382	0	0	0	0	0
123	2142	RENAULT	MEGANE HB TOUCHROME 1.5 DCI EDC 110	0	0	1057521	0	0	0	0	0
122	1196	RENAULT (OYAK)	MEGANE SEDAN JOY 1.2 TCE 130	0	0	921147	0	0	0	0	0
122	1199	RENAULT (OYAK)	MEGANE SEDAN PANORAMA EDITION 1.6 16V 115	0	1096658	0	0	0	0	0	0
122	1193	RENAULT (OYAK)	MEGANE SEDAN TOUCH 1.2 TCE 130	0	0	969629	0	0	0	0	0
123	2075	RENAULT	MEGANE SPORT TOURER TOUCH 1.5 DCI 110	0	0	0	0	976837	927995	0	0
111	1146	OPEL	MERIVA 1.4 120 COSMO AT	0	0	0	0	834829	727313	0	0
111	1130	OPEL	MERIVA 1.6 DTH 136 ECOFLEX ACTIVE	0	0	0	959640	858948	738973	0	0
111	1131	OPEL	MERIVA 1.6 DTH 136 ECOFLEX COSMO	0	0	0	0	928811	797467	0	0
421	1016	MINI	MINI COOPER D HATCH 1.5 3 KAPI	0	0	0	937830	880018	802026	0	0
421	1019	MINI	MINI COOPER D HATCH 1.5 5 KAPI	0	0	0	1031539	962650	877603	0	0
421	1015	MINI	MINI COOPER HATCH 1.5 3 KAPI	0	0	0	869947	830157	752589	0	0
421	1018	MINI	MINI COOPER HATCH 1.5 5 KAPI	0	0	0	1034524	934370	830350	0	0
3	1008	ALFA ROMEO	MITO 1.3 JTD (85) CITY	0	0	0	0	524133	459539	0	0
3	1012	ALFA ROMEO	MITO 1.4 170 3 KAPI QV TCT S2	0	0	0	0	808632	0	0	0
111	1183	OPEL	MOKKA 1.4 140 AT FWD BUSINESS	0	0	0	0	791699	0	0	0
111	1254	OPEL	MOKKA 1.4 140 AT FWD DESIGN	0	0	0	905148	0	0	0	0
111	1184	OPEL	MOKKA 1.6 DIZEL 136 AT FWD BUSINESS	0	0	0	0	837321	0	0	0
111	1187	OPEL	MOKKA 1.6 DIZEL 136 AT FWD COSMO	0	0	0	1166711	942896	0	0	0
111	1255	OPEL	MOKKA 1.6 DIZEL 136 AT FWD DESIGN	0	0	0	931827	0	0	0	0
111	1167	OPEL	MOKKA 1.6 DIZEL 136 AT FWD ENJOY	0	0	0	938501	895453	0	0	0
111	1169	OPEL	MOKKA 1.6 DIZEL 136 AWD COSMO	0	0	0	1138686	1018572	0	0	0
111	1168	OPEL	MOKKA 1.6 DIZEL 136 FWD COSMO	0	0	0	1060615	951841	0	0	0
111	1256	OPEL	MOKKA 1.6 DIZEL 136 FWD DESIGN	0	0	0	1005349	0	0	0	0
111	1166	OPEL	MOKKA 1.6 DIZEL 136 FWD ENJOY	0	0	0	920479	825071	0	0	0
111	1185	OPEL	MOKKA 1.6 DIZEL 36 MT FWD BUSINESS	0	0	0	0	811041	0	0	0
111	1266	OPEL	MOKKA X 1.4 140 AT FWD DESIGN	0	0	959194	860911	0	0	0	0
111	1274	OPEL	MOKKA X 1.4 140 AT FWD EXCELLENCE	0	1104188	1018572	927154	0	0	0	0
111	1271	OPEL	MOKKA X 1.4 140 FWD S&S ENJOY	0	0	949850	844043	0	0	0	0
111	1282	OPEL	MOKKA X 1.4 140 MT FWD COLOR EDITION S&S	0	0	1071979	0	0	0	0	0
111	1339	OPEL	MOKKA X 1.4 ECOTEC 140 S&S ENJOY	0	1110120	0	0	0	0	0	0
111	1269	OPEL	MOKKA X 1.6 115 FWD S&S ENJOY	0	0	844586	761227	0	0	0	0
111	1342	OPEL	MOKKA X 1.6 136 DIZEL AT6 BLACK EDITION	0	1030536	0	0	0	0	0	0
111	1267	OPEL	MOKKA X 1.6 DIZEL 136 AT FWD DESIGN	0	0	1053926	931827	0	0	0	0
111	1268	OPEL	MOKKA X 1.6 DIZEL 136 FWD DESIGN	0	0	981071	897096	0	0	0	0
111	1272	OPEL	MOKKA X 1.6 DIZEL 136 FWD ENJOY	0	1030536	988147	903310	0	0	0	0
53	2111	FORD	MONDEO STYLE 1.6 TDCI 115 SEDAN	0	0	1074087	1000858	891671	0	0	0
53	2143	FORD	MONDEO TITANIUM 2.0 TDCI 180 SEDAN OV	0	0	0	0	1091080	0	0	0
89	1040	MAZDA	MX-5 1.5 SKY-G MOTION	0	1119781	1036454	1026118	0	0	0	0
89	1039	MAZDA	MX-5 2.0 SKY-G POWER SENSE	0	0	0	1103204	0	0	0	0
133	1169	SKODA	OCTAVIA 1.0 TSI 115 OPTIMAL	0	0	992877	895118	0	0	0	0
